0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504492679349454798e-01
4.000000000000000083e-02, 2.013478038048364116e-01
5.000000000000000278e-02, 2.526955768997374840e-01
5.999999999999999778e-02, 3.044925562352087112e-01
7.000000000000000666e-02, 3.567387105544515546e-01
8.000000000000000167e-02, 4.094340083283844467e-01
8.999999999999999667e-02, 4.625784177557191179e-01
1.000000000000000056e-01, 5.161667399689209290e-01
1.100000000000000006e-01, 5.701903004104817985e-01
1.199999999999999956e-01, 6.246406660569431279e-01
1.300000000000000044e-01, 6.795096996842318049e-01
1.400000000000000133e-01, 7.347895446423570176e-01
1.499999999999999944e-01, 7.904726095638348049e-01
1.600000000000000033e-01, 8.465515541994009796e-01
1.700000000000000122e-01, 9.030192762960345121e-01
1.799999999999999933e-01, 9.598688994207306147e-01
1.900000000000000022e-01, 1.017093761643862226e+00
2.000000000000000111e-01, 1.074687405005391616e+00
2.099999999999999922e-01, 1.132643565695428123e+00
2.200000000000000011e-01, 1.190956164887834845e+00
2.300000000000000100e-01, 1.249619300171911362e+00
2.399999999999999911e-01, 1.308627237532746790e+00
2.500000000000000000e-01, 1.367974403835748864e+00
2.600000000000000089e-01, 1.427655379775195410e+00
2.700000000000000178e-01, 1.487664893250508769e+00
2.800000000000000266e-01, 1.547997813137367951e+00
2.899999999999999800e-01, 1.608649143423822592e+00
2.999999999999999889e-01, 1.669614017684288187e+00
3.099999999999999978e-01, 1.730887693866728583e+00
3.200000000000000067e-01, 1.792465549370509503e+00
3.300000000000000155e-01, 1.854343076394356693e+00
3.400000000000000244e-01, 1.916515877535608370e+00
3.500000000000000333e-01, 1.978979661623529340e+00
3.599999999999999867e-01, 2.041730239770882527e+00
3.699999999999999956e-01, 2.104763521629238632e+00
3.800000000000000044e-01, 2.168075511834671509e+00
3.900000000000000133e-01, 2.231662306631543302e+00
4.000000000000000222e-01, 2.295520090663039969e+00
4.100000000000000311e-01, 2.359645133917993132e+00
4.199999999999999845e-01, 2.424033788824313085e+00
4.299999999999999933e-01, 2.488682487480082806e+00
4.400000000000000022e-01, 2.553587739014025804e+00
4.500000000000000111e-01, 2.618746127067657081e+00
4.600000000000000200e-01, 2.684154307391984240e+00
4.700000000000000289e-01, 2.749809005552128927e+00
4.799999999999999822e-01, 2.815707014733702440e+00
4.899999999999999911e-01, 2.881845193645195202e+00
5.000000000000000000e-01, 2.948220464511032368e+00
5.100000000000000089e-01, 3.014829811150305794e+00
5.200000000000000178e-01, 3.081670277136527414e+00
5.300000000000000266e-01, 3.148738964034053289e+00
5.400000000000000355e-01, 3.216033029707108248e+00
5.500000000000000444e-01, 3.283549686697607495e+00
5.600000000000000533e-01, 3.351286200668208259e+00
5.700000000000000622e-01, 3.419239888907247948e+00
5.799999999999999600e-01, 3.487408118892437958e+00
5.899999999999999689e-01, 3.555788306910367069e+00
5.999999999999999778e-01, 3.624377916729051741e+00
6.099999999999999867e-01, 3.693174458320934495e+00
6.199999999999999956e-01, 3.762175486633887012e+00
6.300000000000000044e-01, 3.831378600407914892e+00
6.400000000000000133e-01, 3.900781441035398256e+00
6.500000000000000222e-01, 3.970381691462823603e+00
6.600000000000000311e-01, 4.040177075132081796e+00
6.700000000000000400e-01, 4.110165354959512740e+00
6.800000000000000488e-01, 4.180344332350978576e+00
6.900000000000000577e-01, 4.250711846251341797e+00
7.000000000000000666e-01, 4.321265772226819735e+00
7.099999999999999645e-01, 4.392004021578755690e+00
